1 1:1 2:0 
0 1:0.99802 2:0.062958 
0 1:0.99207 2:0.12567 
0 1:0.98219 2:0.18788 
0 1:0.96842 2:0.24934 
0 1:0.9508 2:0.30982 
0 1:0.9294 2:0.36906 
0 1:0.90433 2:0.42684 
0 1:0.87566 2:0.48293 
0 1:0.84352 2:0.5371 
0 1:0.80803 2:0.58914 
0 1:0.76933 2:0.63885 
0 1:0.72759 2:0.68602 
0 1:0.68295 2:0.73046 
0 1:0.63561 2:0.77201 
0 1:0.58574 2:0.8105 
0 1:0.53355 2:0.84577 
0 1:0.47925 2:0.87768 
0 1:0.42304 2:0.90611 
0 1:0.36515 2:0.93095 
0 1:0.30582 2:0.95209 
0 1:0.24527 2:0.96946 
0 1:0.18375 2:0.98297 
0 1:0.1215 2:0.99259 
0 1:0.058762 2:0.99827 
0 1:-0.0042037 2:0.99999 
0 1:-0.067153 2:0.99774 
0 1:-0.12984 2:0.99154 
0 1:-0.192 2:0.98139 
0 1:-0.25341 2:0.96736 
0 1:-0.31381 2:0.94949 
0 1:-0.37297 2:0.92784 
0 1:-0.43064 2:0.90252 
0 1:-0.48661 2:0.87362 
0 1:-0.54065 2:0.84125 
0 1:-0.59254 2:0.80554 
0 1:-0.64208 2:0.76664 
0 1:-0.68907 2:0.7247 
0 1:-0.73333 2:0.67988 
0 1:-0.77468 2:0.63236 
0 1:-0.81295 2:0.58233 
0 1:-0.848 2:0.52999 
0 1:-0.87969 2:0.47555 
0 1:-0.90788 2:0.41923 
0 1:-0.93247 2:0.36124 
0 1:-0.95337 2:0.30181 
0 1:-0.97048 2:0.24119 
0 1:-0.98374 2:0.17961 
0 1:-0.99309 2:0.11732 
0 1:-0.99851 2:0.054566 
0 1:-0.99996 2:-0.0084072 
0 1:-0.99745 2:-0.071347 
0 1:-0.99098 2:-0.134 
0 1:-0.98058 2:-0.19613 
0 1:-0.96629 2:-0.25747 
0 1:-0.94816 2:-0.3178 
0 1:-0.92627 2:-0.37686 
0 1:-0.9007 2:-0.43443 
0 1:-0.87157 2:-0.49028 
0 1:-0.83897 2:-0.54418 
0 1:-0.80305 2:-0.59592 
0 1:-0.76393 2:-0.64529 
0 1:-0.72179 2:-0.69211 
0 1:-0.67679 2:-0.73618 
0 1:-0.6291 2:-0.77733 
0 1:-0.57891 2:-0.81539 
0 1:-0.52642 2:-0.85022 
0 1:-0.47185 2:-0.88168 
0 1:-0.41541 2:-0.90964 
0 1:-0.35731 2:-0.93398 
0 1:-0.2978 2:-0.95463 
0 1:-0.23711 2:-0.97148 
0 1:-0.17548 2:-0.98448 
0 1:-0.11315 2:-0.99358 
0 1:-0.050368 2:-0.99873 
0 1:0.012611 2:-0.99992 
0 1:0.075539 2:-0.99714 
0 1:0.13817 2:-0.99041 
0 1:0.20025 2:-0.97975 
0 1:0.26153 2:-0.96519 
0 1:0.32178 2:-0.94681 
0 1:0.38075 2:-0.92468 
0 1:0.43821 2:-0.89887 
0 1:0.49394 2:-0.8695 
0 1:0.5477 2:-0.83668 
0 1:0.59929 2:-0.80053 
0 1:0.6485 2:-0.76122 
0 1:0.69514 2:-0.71888 
0 1:0.73902 2:-0.67369 
0 1:0.77997 2:-0.62582 
0 1:0.81782 2:-0.57548 
0 1:0.85243 2:-0.52285 
0 1:0.88365 2:-0.46814 
0 1:0.91137 2:-0.41158 
0 1:0.93548 2:-0.35338 
0 1:0.95587 2:-0.29379 
0 1:0.97247 2:-0.23302 
0 1:0.98521 2:-0.17134 
0 1:0.99405 2:-0.10897 
0 1:0.99893 2:-0.046169 
0 1:0 2:-0 
0 1:0.01 2:-0.03 
0 1:0.02 2:-0.06 
0 1:0.03 2:-0.09 
0 1:0.04 2:-0.12 
0 1:0.05 2:-0.15 
0 1:0.06 2:-0.18 
0 1:0.07 2:-0.21 
0 1:0.08 2:-0.24 
0 1:0.09 2:-0.27 
0 1:0.1 2:-0.3 
0 1:0.11 2:-0.33 
0 1:0.12 2:-0.36 
0 1:0.13 2:-0.39 
0 1:0.14 2:-0.42 
0 1:0.15 2:-0.45 
0 1:0.16 2:-0.48 
0 1:0.17 2:-0.51 
0 1:0.18 2:-0.54 
0 1:0.19 2:-0.57 
0 1:0.2 2:-0.6 
0 1:0.21 2:-0.63 
0 1:0.22 2:-0.66 
0 1:0.23 2:-0.69 
0 1:0.24 2:-0.72 
0 1:0.25 2:-0.75 
-1 1:0 2:0 
0 1:0.025 2:0.0125 
0 1:0.05 2:0.025 
0 1:0.075 2:0.0375 
0 1:0.1 2:0.05 
0 1:0.125 2:0.0625 
0 1:0.15 2:0.075 
0 1:0.175 2:0.0875 
0 1:0.2 2:0.1 
0 1:0.225 2:0.1125 
0 1:0.25 2:0.125 
0 1:0.275 2:0.1375 
0 1:0.3 2:0.15 
0 1:0.325 2:0.1625 
0 1:0.35 2:0.175 
0 1:0.375 2:0.1875 
0 1:0.4 2:0.2 
0 1:0.425 2:0.2125 
0 1:0.45 2:0.225 
0 1:0.475 2:0.2375 
0 1:0.5 2:0.25 
